"NAME,C,38","CNG02,C,254","COUNTY,C,254","LEG02,C,254","VTD,C,254","MCD,C,254","STATE,C,254","VTD_1,C,254","PLACE,C,254","UNADJPOP,C,254","ADJ_POPULA,N,19,5","ADJ_WHITE,N,19,5","ADJ_BLACK,N,19,5","ADJ_AMINDI,N,19,5","ADJ_ASIAN,N,19,5","ADJ_HAWAII,N,19,5","ADJ_OTHER,N,19,5","ADJ_18__PO,N,19,5","ADJ2_RACES,N,19,5","UNADJHISP,N,19,5","ADJ_18__WH,N,19,5","ADJ_18__BL,N,19,5","ADJ_18__IN,N,19,5","ADJ_18__AS,N,19,5","ADJ_18__HW,N,19,5","ADJ_18__OT,N,19,5","HU_OCCUPIE,N,19,5","HOUSING_UN,N,19,5"
Charles Precinct 08-003,2405,24017,24028,2401708-003,2401790676,24,08-003,2481175,2846,2856,1657,974,15,46,2,42,2177,120,136,1371,674,12,41,2,22,992,1032
Charles Precinct 08-002,2405,24017,24028,2401708-002,2401790676,24,08-002,,2769,2779,1706,867,23,58,2,25,2174,98,115,1394,648,18,48,2,18,951,981
Prince George's Precinct 09-007,2405,24033,2427A,2403309-007,2403390800,24,09-007,2417900,4502,4510,303,3887,6,97,3,106,3331,108,221,258,2863,5,79,3,65,1515,1595
Prince George's Precinct 09-004,2405,24033,2427A,2403309-004,2403390800,24,09-004,2417900,2589,2596,350,2067,15,43,0,64,2041,57,148,322,1586,15,36,0,48,888,935
Prince George's Precinct 09-005,2404,24033,24026,2403309-005,2403390800,24,09-005,,4036,4046,388,3168,12,138,0,233,3042,107,375,338,2357,8,116,0,149,1326,1415
Prince George's Precinct 09-001,2405,24033,24025,2403309-001,2403390800,24,09-001,2417900,4720,4729,531,3817,29,133,1,113,3700,105,246,481,2936,26,115,1,76,1671,1756
Prince George's Precinct 09-010,2405,24033,24025,2403309-010,2403390800,24,09-010,2417900,3094,3107,448,2343,23,85,0,101,2390,107,186,398,1783,21,63,0,70,1058,1121
Prince George's Precinct 09-002,2405,24033,24026,2403309-002,2403390800,24,09-002,,4458,4471,502,3650,9,108,0,122,3514,80,234,460,2820,5,97,0,86,1534,1614
Prince George's Precinct 09-008,2405,24033,2427A,2403309-008,2403390800,24,09-008,2417900,6015,6021,564,4981,11,144,4,164,4709,153,289,506,3884,8,115,3,108,1912,2017
Prince George's Precinct 09-006,2405,24033,2427A,2403309-006,2403390800,24,09-006,2417900,3477,3484,470,2742,8,84,0,106,2754,74,219,412,2144,8,75,0,68,1368,1415
Prince George's Precinct 11-004,2405,24033,2427A,2403311-004,2403390980,24,11-004,,3890,3897,1027,2574,41,79,1,45,2869,130,119,877,1814,36,48,1,28,1367,1462
Prince George's Precinct 11-001,2405,24033,2427A,2403311-001,2403390980,24,11-001,,3869,3871,732,2845,19,65,0,116,2842,94,201,613,2036,15,52,0,74,1263,1324
Prince George's Precinct 09-011,2405,24033,2427A,2403309-011,2403390800,24,09-011,2417900,5343,5352,727,4198,20,147,1,117,4027,142,311,610,3137,14,102,1,79,1702,1799
Prince George's Precinct 09-009,2405,24033,2427A,2403309-009,2403390800,24,09-009,,1993,2000,687,1102,13,21,2,86,1572,89,161,606,828,10,21,2,58,754,809
Prince George's Precinct 11-003,2405,24033,2427A,2403311-003,2403390980,24,11-003,2468300,4683,4691,572,3846,25,62,3,49,3447,134,117,511,2745,20,54,3,28,1574,1649
Prince George's Precinct 15-003,2405,24033,2427A,2403315-003,2403391348,24,15-003,2468300,2842,2844,255,2440,3,44,3,29,2110,70,79,227,1780,3,42,3,16,945,978
Prince George's Precinct 01-007,2405,24033,24021,2403301-007,2403390064,24,01-007,,758,759,426,253,2,22,0,44,663,12,85,415,187,2,22,0,29,257,270
Prince George's Precinct 06-014,2404,24033,24025,2403306-014,2403390524,24,06-014,,2617,2622,275,2172,12,54,0,69,2113,40,125,245,1728,12,42,0,56,1004,1062
Prince George's Precinct 06-002,2404,24033,24026,2403306-002,2403390524,24,06-002,2412600,1500,1502,165,1181,3,39,3,71,1178,40,118,148,929,3,27,2,46,497,543
Prince George's Precinct 06-013,2404,24033,24026,2403306-013,2403390524,24,06-013,2412600,3294,3304,451,2555,9,82,1,117,2570,89,239,413,1961,6,65,1,65,1144,1216
Prince George's Precinct 06-024,2404,24033,24024,2403306-024,2403390524,24,06-024,,4067,4082,177,3707,9,35,2,48,3179,104,159,159,2883,9,33,2,32,1789,1917
Prince George's Precinct 06-015,2404,24033,24024,2403306-015,2403390524,24,06-015,,4973,4991,106,4700,16,19,6,59,3718,85,149,90,3494,10,19,3,44,1982,2153
Prince George's Precinct 06-021,2404,24033,24025,2403306-021,2403390524,24,06-021,2475725,747,752,47,610,9,2,0,41,581,43,73,44,466,5,1,0,31,274,302
Prince George's Precinct 06-004,2404,24033,24025,2403306-004,2403390524,24,06-004,2475725,5702,5727,169,5120,47,27,1,250,4144,113,398,146,3681,34,26,0,183,2247,2415
Prince George's Precinct 06-022,2404,24033,24025,2403306-022,2403390524,24,06-022,,5653,5664,126,5346,14,11,2,74,4095,91,158,111,3847,11,9,2,50,2153,2291
Prince George's Precinct 06-006,2404,24033,24024,2403306-006,2403390524,24,06-006,,4850,4860,151,4392,11,43,1,149,3754,113,255,132,3410,5,35,1,103,2216,2387
Prince George's Precinct 06-018,2404,24033,24025,2403306-018,2403390524,24,06-018,,3189,3199,381,2337,18,69,3,277,2305,114,419,323,1665,11,58,3,181,1188,1266
Prince George's Precinct 06-007,2404,24033,24025,2403306-007,2403390524,24,06-007,,5317,5331,670,4172,10,156,8,195,4122,120,393,580,3173,10,136,6,129,2093,2439
Prince George's Precinct 09-003,2404,24033,24025,2403309-003,2403390800,24,09-003,,2973,2974,1841,664,16,73,16,133,1926,231,417,1258,400,10,59,11,92,983,1385
Prince George's Precinct 06-016,2404,24033,24025,2403306-016,2403390524,24,06-016,,5015,5026,199,4494,8,60,2,139,3635,124,256,175,3228,6,52,1,93,1949,2124
Prince George's Precinct 06-005,2404,24033,24025,2403306-005,2403390524,24,06-005,,2866,2881,165,2625,5,22,0,31,2000,33,93,141,1795,4,20,0,20,1045,1135
Prince George's Precinct 06-010,2404,24033,24025,2403306-010,2403390524,24,06-010,,4368,4380,154,3949,17,35,1,131,3219,93,208,142,2881,15,27,0,92,1753,1920
Prince George's Precinct 06-011,2404,24033,24025,2403306-011,2403390524,24,06-011,,2827,2837,187,2521,8,14,0,35,2214,72,121,167,1945,7,14,0,27,948,1017
Prince George's Precinct 06-001,2404,24033,24025,2403306-001,2403390524,24,06-001,,5047,5064,372,4302,27,35,0,191,3841,137,372,334,3249,20,32,0,130,1770,1937
Prince George's Precinct 06-003,2404,24033,24024,2403306-003,2403390524,24,06-003,,5726,5758,213,5154,26,53,0,185,4399,127,359,181,3936,24,41,0,132,2193,2672
Prince George's Precinct 18-011,2404,24033,24024,2403318-011,2403391624,24,18-011,,3084,3097,122,2788,12,12,2,72,2244,89,164,96,2029,11,10,2,44,1044,1205
Prince George's Precinct 18-004,2404,24033,24024,2403318-004,2403391624,24,18-004,,3092,3109,109,2809,4,4,0,123,2269,60,193,94,2049,4,3,0,78,1154,1279
Prince George's Precinct 18-001,2404,24033,24024,2403318-001,2403391624,24,18-001,,4437,4449,138,4063,15,7,0,131,3247,95,225,116,2964,11,7,0,89,1504,1646
Prince George's Precinct 02-007,2404,24033,24047,2403302-007,2403390156,24,02-007,,2468,2470,1198,999,3,45,1,145,1929,79,270,984,758,3,37,1,98,908,947
Prince George's Precinct 18-005,2404,24033,24024,2403318-005,2403391624,24,18-005,,2437,2447,99,2143,9,5,0,136,1869,55,257,74,1654,7,5,0,90,907,1023
Prince George's Precinct 18-003,2404,24033,24024,2403318-003,2403391624,24,18-003,,3259,3276,70,2944,7,44,0,139,2477,72,218,53,2239,3,35,0,95,1134,1258
Prince George's Precinct 18-012,2404,24033,24047,2403318-012,2403391624,24,18-012,2416550,190,190,12,164,0,0,0,14,158,0,26,11,137,0,0,0,10,72,78
Prince George's Precinct 02-003,2404,24033,24047,2403302-003,2403390156,24,02-003,,3992,3999,902,2668,5,59,1,227,3017,137,432,732,1990,3,53,1,150,1429,1498
Prince George's Precinct 18-009,2404,24033,24024,2403318-009,2403391624,24,18-009,,2229,2248,82,1988,9,7,0,113,1811,49,168,74,1613,9,7,0,78,870,933
Prince George's Precinct 06-019,2404,24033,24024,2403306-019,2403390524,24,06-019,,3673,3685,69,3463,25,9,1,43,2694,75,90,60,2532,16,7,1,28,1467,1593
Prince George's Precinct 18-007,2404,24033,24024,2403318-007,2403391624,24,18-007,2460950,3585,3601,89,3301,19,13,0,120,2605,59,189,77,2388,13,13,0,75,1206,1322
Prince George's Precinct 18-010,2404,24033,24024,2403318-010,2403391624,24,18-010,2460950,1310,1317,7,1236,8,0,0,43,1028,23,68,7,964,5,0,0,35,447,483
Prince George's Precinct 18-006,2404,24033,24025,2403318-006,2403391624,24,18-006,,5024,5049,39,4855,12,14,0,50,3651,79,97,36,3516,11,13,0,30,1826,1926
Prince George's Precinct 18-002,2404,24033,24024,2403318-002,2403391624,24,18-002,,2855,2865,71,2598,12,7,1,114,2077,62,200,56,1888,10,6,1,76,1055,1168
Prince George's Precinct 18-008,2404,24033,24024,2403318-008,2403391624,24,18-008,,2251,2264,13,2144,9,16,0,24,1729,58,51,13,1646,6,15,0,13,883,953
Prince George's Precinct 13-017,2404,24033,24024,2403313-017,2403391164,24,13-017,2445325,2705,2726,156,2163,18,17,0,312,2040,60,485,110,1662,12,16,0,203,864,966
Prince George's Precinct 13-002,2404,24033,24047,2403313-002,2403391164,24,13-002,,4659,4701,142,4029,14,37,0,333,3419,146,495,112,2976,13,29,0,205,1763,1913
Prince George's Precinct 13-016,2404,24033,24024,2403313-016,2403391164,24,13-016,2475810,4458,4464,103,4092,8,47,0,135,3382,79,233,91,3088,7,35,0,99,1693,1818
Prince George's Precinct 06-023,2404,24033,24025,2403306-023,2403390524,24,06-023,,2354,2362,146,2112,6,12,0,32,1845,54,77,132,1638,5,11,0,22,928,971
Prince George's Precinct 15-006,2405,24033,2427A,2403315-006,2403391348,24,15-006,,3261,3264,633,2440,12,45,6,45,2584,83,130,552,1898,7,37,6,32,1263,1322
Prince George's Precinct 15-002,2404,24033,24025,2403315-002,2403391348,24,15-002,,2549,2559,349,2087,12,14,0,38,1918,59,116,291,1544,10,12,0,25,943,991
Prince George's Precinct 06-020,2404,24033,24025,2403306-020,2403390524,24,06-020,,4736,4752,148,4383,19,33,5,79,3563,85,165,130,3278,14,26,3,54,1640,1686
Prince George's Precinct 13-009,2404,24033,24025,2403313-009,2403391164,24,13-009,,5069,5074,221,4541,14,130,0,49,3852,119,156,193,3416,9,112,0,41,1926,2005
Prince George's Precinct 13-007,2404,24033,24024,2403313-007,2403391164,24,13-007,2475810,5066,5087,117,4684,17,85,3,63,3734,118,159,91,3449,11,63,2,43,2026,3347
Prince George's Precinct 13-001,2404,24033,24024,2403313-001,2403391164,24,13-001,,3140,3164,36,2972,6,8,2,100,2352,40,157,32,2216,4,7,1,68,1158,1266
Prince George's Precinct 13-008,2404,24033,24024,2403313-008,2403391164,24,13-008,,4379,4405,146,3850,16,18,1,289,3134,85,444,101,2765,12,11,1,182,1531,1670
Prince George's Precinct 13-014,2404,24033,24024,2403313-014,2403391164,24,13-014,,3834,3842,84,3511,7,97,0,71,2845,72,139,67,2607,6,80,0,44,1276,1335
Prince George's Precinct 13-006,2404,24033,24025,2403313-006,2403391164,24,13-006,2445825,3321,3327,99,3088,11,61,0,18,2607,50,74,78,2415,11,54,0,15,1232,1284
Prince George's Precinct 13-004,2404,24033,24025,2403313-004,2403391164,24,13-004,,3078,3080,115,2831,6,47,4,29,2333,48,62,115,2127,5,31,4,19,1156,1214
Prince George's Precinct 13-010,2404,24033,24024,2403313-010,2403391164,24,13-010,,4615,4624,156,4280,23,30,1,33,3716,101,107,152,3424,16,30,1,23,2465,2658
Prince George's Precinct 13-012,2404,24033,24025,2403313-012,2403391164,24,13-012,,3871,3872,89,3591,7,92,1,7,2930,85,105,81,2705,5,81,1,7,1400,1451
Prince George's Precinct 13-011,2404,24033,24025,2403313-011,2403391164,24,13-011,,4855,4863,94,4503,7,154,0,27,3617,78,92,88,3343,3,120,0,20,1838,1911
Prince George's Precinct 02-001,2404,24033,24047,2403302-001,2403390156,24,02-001,,3728,3739,328,2682,24,62,2,548,2783,93,788,259,2028,16,43,2,372,1424,1540
Prince George's Precinct 16-099,2404,24033,24047,2403316-099,2403391440,24,16-099,2407850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince George's Precinct 02-099,2404,24033,24047,2403302-099,2403390156,24,02-099,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince George's Precinct 02-008,2404,24033,24047,2403302-008,2403390156,24,02-008,,8231,8250,1096,5171,45,158,0,1555,6002,225,2478,803,3862,32,139,0,1007,3023,3288
Prince George's Precinct 16-001,2404,24033,24022,2403316-001,2403391440,24,16-001,2425425,1418,1420,399,469,7,30,4,461,1020,50,677,293,356,6,27,4,309,438,476
Prince George's Precinct 02-098,2404,24033,24022,2403302-098,2403390156,24,02-098,2425425,27,27,3,2,1,0,0,19,21,2,21,3,2,1,0,0,13,7,7
Prince George's Precinct 02-005,2404,24033,24022,2403302-005,2403390156,24,02-005,,4060,4068,921,1073,64,67,5,1780,2877,158,2661,661,794,37,50,2,1228,996,1096
Prince George's Precinct 19-005,2404,24033,24022,2403319-005,2403391716,24,19-005,2466635,35,35,10,3,0,1,0,21,28,0,23,10,3,0,1,0,14,6,6
Prince George's Precinct 19-004,2404,24033,24022,2403319-004,2403391716,24,19-004,2424650,4601,4610,1147,1412,43,77,0,1717,3256,214,2842,832,1047,28,58,0,1151,1217,1338
Prince George's Precinct 19-001,2405,24033,24022,2403319-001,2403391716,24,19-001,,6608,6614,2202,1691,85,207,8,2162,4775,259,3403,1683,1278,53,160,7,1423,1854,1965
Prince George's Precinct 21-002,2405,24033,24021,2403321-002,,24,21-002,,5348,5349,4372,309,7,419,3,119,5174,120,308,4242,289,6,415,2,110,1388,1445
Prince George's Precinct 21-001,2405,24033,24021,2403321-001,2403391900,24,21-001,,4470,4473,2655,864,11,505,4,242,3968,192,502,2430,737,10,481,4,178,1725,2311
Prince George's Precinct 19-002,2405,24033,24022,2403319-002,2403391716,24,19-002,,5616,5629,1320,2460,54,270,0,1286,4042,239,2155,1010,1779,38,218,0,845,1618,1774
Queen Anne's Precinct 05-002,2401,24035,24036,2403505-002,2403590436,24,05-002,,2335,2337,2268,18,2,24,0,9,1879,16,35,1830,16,2,17,0,8,907,1014
Queen Anne's Precinct 04-007,2401,24035,24036,2403504-007,2403590344,24,04-007,,1581,1588,1403,103,3,23,0,29,1257,27,59,1121,81,3,20,0,22,629,696
Queen Anne's Precinct 05-003,2401,24035,24036,2403505-003,2403590436,24,05-003,,3939,3963,2975,712,22,55,0,100,3064,99,190,2346,561,16,33,0,71,1514,1782
Talbot Precinct 01-005,2401,24041,2437B,2404101-005,2404190080,24,01-005,,4241,4245,3657,336,8,63,5,125,3292,51,215,2884,256,5,41,2,82,1727,1987
Queen Anne's Precinct 05-001,2401,24035,24036,2403505-001,2403590436,24,05-001,,2538,2544,2206,237,8,15,3,41,1971,34,73,1721,194,6,14,3,24,988,1097
Queen Anne's Precinct 03-001,2401,24035,24036,2403503-001,2403590252,24,03-001,,3238,3245,2784,340,5,32,0,13,2509,71,61,2171,271,4,24,0,10,1274,1369
Kent Precinct 05-001,2401,24029,24036,2402905-001,2402990424,24,05-001,,2618,2625,2333,238,2,4,0,5,2190,43,38,1969,197,2,2,0,3,1210,1767
Kent Precinct 06-001,2401,24029,24036,2402906-001,2402990516,24,06-001,,1900,1909,1433,413,6,5,1,13,1519,38,46,1184,301,4,5,1,9,792,1021
Kent Precinct 07-001,2401,24029,24036,2402907-001,2402990608,24,07-001,,1222,1226,947,250,2,2,1,5,1048,19,11,819,211,1,2,1,5,548,751
Queen Anne's Precinct 03-002,2401,24035,24036,2403503-002,2403590252,24,03-002,,5286,5291,4700,408,9,58,1,29,3771,86,109,3349,333,8,34,1,16,1799,1972
Kent Precinct 04-002,2401,24029,24036,2402904-002,2402990332,24,04-002,,2056,2077,1322,617,10,40,1,27,1690,60,125,1104,511,4,29,1,18,902,1068
Kent Precinct 03-001,2401,24029,24036,2402903-001,2402990240,24,03-001,,2046,2053,1630,382,1,7,0,12,1596,21,40,1274,299,1,6,0,7,826,997
Kent Precinct 04-001,2401,24029,24036,2402904-001,2402990332,24,04-001,,3719,3727,3041,509,5,63,1,45,3351,63,122,2840,380,3,56,1,32,1267,1506
Queen Anne's Precinct 02-002,2401,24035,24036,2403502-002,2403590160,24,02-002,,2084,2087,1927,105,1,20,0,16,1620,18,41,1503,81,1,17,0,10,853,931
Baltimore City Precinct 26-028,2402,24510,24045,2451026-028,2451090000,24,26-028,2404000,1411,1421,161,1219,5,15,0,5,1100,16,16,146,927,5,12,0,1,505,558
Baltimore City Precinct 26-027,2402,24510,24045,2451026-027,2451090000,24,26-027,2404000,1888,1904,374,1434,5,11,0,14,1445,66,45,332,1056,2,11,0,11,688,764
Baltimore City Precinct 27-007,2402,24510,24045,2451027-007,2451090000,24,27-007,2404000,1921,1931,541,1289,16,24,1,10,1477,50,39,496,918,10,18,1,7,740,806
Baltimore City Precinct 26-030,2402,24510,24045,2451026-030,2451090000,24,26-030,2404000,1301,1305,498,756,5,28,0,7,989,11,40,436,525,3,19,0,3,507,554
Baltimore County Precinct 15-022,2402,24005,24006,2400515-022,2400591296,24,15-022,2424950,4349,4354,4119,99,20,28,0,18,3513,70,58,3341,81,15,22,0,12,1668,1829
Baltimore County Precinct 15-021,2402,24005,24006,2400515-021,2400591296,24,15-021,,5321,5339,4881,296,21,71,0,19,4178,51,71,3838,231,19,51,0,15,1989,2110
Baltimore County Precinct 15-020,2402,24005,24006,2400515-020,2400591296,24,15-020,,5955,5980,5392,326,42,34,0,54,4717,132,159,4341,231,31,25,0,33,2257,2412
Baltimore County Precinct 15-015,2402,24005,24006,2400515-015,2400591296,24,15-015,2426600,3406,3427,2928,260,28,82,1,46,2830,82,134,2472,187,24,64,1,34,1301,1405
Baltimore County Precinct 15-013,2402,24005,24006,2400515-013,2400591296,24,15-013,,2332,2338,2171,48,7,56,0,18,1903,38,47,1782,41,7,41,0,14,866,915
Baltimore County Precinct 15-012,2402,24005,24006,2400515-012,2400591296,24,15-012,2426600,2653,2658,2415,85,15,76,0,34,2161,33,93,1995,60,9,56,0,26,1110,1162
Baltimore County Precinct 15-016,2402,24005,24006,2400515-016,2400591296,24,15-016,2426600,3995,4014,3099,559,30,85,2,112,3163,127,198,2557,377,26,66,1,70,1599,1671
Baltimore County Precinct 15-017,2402,24005,24006,2400515-017,2400591296,24,15-017,2426600,5249,5285,1965,2895,20,62,3,132,3542,208,473,1567,1749,13,45,1,86,1671,1790
Baltimore County Precinct 15-023,2402,24005,24006,2400515-023,2400591296,24,15-023,2426600,7573,7619,2274,4689,45,103,1,162,5499,345,488,1869,3276,32,89,1,100,3452,3754
Baltimore County Precinct 15-024,2402,24005,24007,2400515-024,2400591296,24,15-024,2426600,1083,1085,898,102,2,49,0,14,977,20,41,833,86,2,32,0,11,618,695
Baltimore County Precinct 15-018,2402,24005,24006,2400515-018,2400591296,24,15-018,2426600,3800,3816,2621,875,18,55,0,114,2935,133,250,2157,590,14,39,0,72,1445,1526
Baltimore County Precinct 15-019,2402,24005,24006,2400515-019,2400591296,24,15-019,,4113,4118,3853,171,12,33,3,8,3448,38,57,3260,124,11,21,2,8,1655,1840
Baltimore County Precinct 15-026,2402,24005,24007,2400515-026,2400591296,24,15-026,,2063,2071,2022,9,1,19,0,6,1747,14,18,1712,8,1,14,0,4,833,966
Baltimore County Precinct 12-012,2402,24005,24006,2400512-012,2400591020,24,12-012,2423975,3061,3066,2709,165,23,24,0,50,2446,95,116,2226,116,18,15,0,26,1218,1307
Baltimore City Precinct 26-001,2402,24510,24046,2451026-001,2451090000,24,26-001,2404000,637,643,527,57,6,0,5,26,508,22,55,439,33,6,0,2,17,245,269
Baltimore City Precinct 26-002,2402,24510,24046,2451026-002,2451090000,24,26-002,2404000,3301,3344,1431,1298,30,50,3,414,2469,118,778,1201,847,21,39,3,303,1280,1365
Baltimore City Precinct 26-003,2403,24510,24046,2451026-003,2451090000,24,26-003,2404000,2615,2641,1846,337,54,74,0,246,2121,84,528,1581,221,44,53,0,173,977,1071
Baltimore County Precinct 12-010,2402,24005,24006,2400512-010,2400591020,24,12-010,2423975,3392,3415,2927,256,34,35,0,63,2691,100,172,2371,174,25,33,0,45,1479,1620
Baltimore County Precinct 12-008,2402,24005,24006,2400512-008,2400591020,24,12-008,2423975,3365,3387,2955,173,15,75,0,74,2661,95,198,2403,101,10,46,0,53,1269,1365
Baltimore County Precinct 12-003,2402,24005,24006,2400512-003,2400591020,24,12-003,2423975,5044,5064,4277,260,47,156,1,162,4002,161,369,3505,184,36,115,1,113,2003,2114
Baltimore County Precinct 12-002,2402,24005,24006,2400512-002,2400591020,24,12-002,2423975,4289,4313,3598,330,39,75,3,120,3280,148,268,2854,202,29,55,2,81,1458,1575
Baltimore City Precinct 26-005,2403,24510,24046,2451026-005,2451090000,24,26-005,2404000,962,967,651,102,0,61,0,121,787,32,186,556,77,0,50,0,83,368,411
Baltimore City Precinct 26-004,2403,24510,24046,2451026-004,2451090000,24,26-004,2404000,2006,2015,1403,193,8,80,1,259,1632,71,426,1196,146,6,64,1,179,887,1012
Baltimore City Precinct 26-007,2403,24510,24046,2451026-007,2451090000,24,26-007,2404000,1816,1826,1162,177,17,25,10,347,1444,88,690,975,115,12,24,5,260,635,755
Baltimore City Precinct 26-014,2403,24510,24046,2451026-014,2451090000,24,26-014,2404000,2149,2169,1524,244,33,13,1,253,1582,101,553,1179,148,21,13,1,172,877,1047
Baltimore City Precinct 26-015,2402,24510,24045,2451026-015,2451090000,24,26-015,2404000,1978,2008,138,1788,8,16,2,11,1493,45,42,122,1314,5,14,1,6,814,930
Baltimore City Precinct 26-029,2402,24510,24045,2451026-029,2451090000,24,26-029,2404000,6312,6377,701,5459,17,28,0,54,4762,118,141,627,4007,12,26,0,29,2521,2758
Baltimore County Precinct 12-001,2402,24005,24006,2400512-001,2400591020,24,12-001,2423975,3575,3585,2990,242,37,70,4,175,2856,67,336,2434,176,30,52,3,120,1394,1465
Baltimore County Precinct 12-007,2402,24005,24006,2400512-007,2400591020,24,12-007,2423975,5435,5463,4843,389,31,44,1,30,4232,125,147,3847,256,20,35,1,21,2106,2216
Baltimore County Precinct 12-006,2402,24005,24006,2400512-006,2400591020,24,12-006,2423975,4865,4887,3687,696,57,173,4,51,3562,219,191,2841,443,36,118,4,30,1647,1751
Baltimore County Precinct 12-005,2402,24005,24006,2400512-005,2400591020,24,12-005,2423975,4376,4407,3930,222,66,44,0,39,3339,106,116,3055,136,47,31,0,29,1644,1723
Baltimore County Precinct 12-004,2402,24005,24006,2400512-004,2400591020,24,12-004,2423975,6138,6169,5551,309,39,104,0,53,4929,113,204,4510,228,21,78,0,38,2429,2571
Baltimore County Precinct 15-001,2402,24005,24006,2400515-001,2400591296,24,15-001,,3215,3238,2429,299,49,68,2,276,2447,115,451,1942,183,30,45,2,190,1155,1248
Baltimore County Precinct 15-002,2402,24005,24006,2400515-002,2400591296,24,15-002,,4051,4068,3520,222,25,135,0,87,3280,79,172,2887,180,21,98,0,66,1567,1670
Baltimore County Precinct 15-014,2402,24005,24006,2400515-014,2400591296,24,15-014,2426600,1512,1516,1355,71,5,23,0,25,1181,37,63,1073,46,5,17,0,19,588,631
Anne Arundel Precinct 03-013,2401,24003,24031,2400303-013,2400390192,24,03-013,2444975,2849,2854,2718,36,9,34,0,2,2239,55,49,2148,25,8,29,0,2,1027,1124
Anne Arundel Precinct 03-018,2401,24003,24031,2400303-018,2400390192,24,03-018,2444975,3144,3147,2838,156,12,64,7,20,2345,50,60,2128,115,11,48,3,12,1046,1088
Anne Arundel Precinct 03-016,2402,24003,24031,2400303-016,2400390192,24,03-016,2460475,3027,3032,2677,177,7,71,0,20,2295,80,100,2054,139,6,54,0,13,1008,1036
Anne Arundel Precinct 03-001,2402,24003,24031,2400303-001,2400390192,24,03-001,2460475,2766,2767,2471,150,12,48,4,30,2082,52,86,1883,112,8,39,2,18,948,977
Anne Arundel Precinct 03-003,2402,24003,24031,2400303-003,2400390192,24,03-003,2460475,4586,4589,3998,197,19,113,2,128,3431,132,275,3068,136,12,75,2,87,1506,1569
